count,count_norm,parent,tax_rank,tax_color,avg,taxon,tax_name
59,1416,191303,species,,,154288,Turicibacter sanguinis
14,336,41295,genus,,,168934,Thalassospira
2,48,244127,species,,,169435,Anaerotruncus colihominis
6649,159659,200643,order,,,171549,Bacteroidales
787,18897,171549,family,,,171550,Rikenellaceae
1691,40605,171549,family,,,171551,Porphyromonadaceae
109,2617,255528,genus,,,172900,Victivallis
115,2761,28890,class,,,183925,Methanobacteria
5,120,31969,order,,,186332,Anaeroplasmatales
5,120,186332,family,,,186333,Anaeroplasmataceae
32154,772097,1239,class,,,186801,Clostridia
32067,770008,186801,order,,,186802,Clostridiales
19862,476936,186802,family,,,186803,Lachnospiraceae
498,11958,186802,family,,,186804,Peptostreptococcaceae
2,48,186802,family,,,186806,Eubacteriaceae
349,8380,186802,family,,,186807,Peptococcaceae
1267,30423,186802,no_rank,,,186813,unclassified Clostridiales
11,264,68295,family,,,186814,Thermoanaerobacteraceae
2,48,1385,no_rank,,,186825,unclassified Bacillales
518,12438,91061,order,,,186826,Lactobacillales
11,264,186814,genus,,,189326,Gelria
383,9196,186803,genus,,,189330,Dorea
59,1416,128827,genus,,,191303,Turicibacter
166,3986,213115,family,,,194924,Desulfovibrionaceae
6649,159659,976,class,,,200643,Bacteroidia
201,4826,117743,order,,,200644,Flavobacteriales
1036,24876,2,phylum,73C7D7,,201174,Actinobacteria
117,2809,74201,class,,,203494,Verrucomicrobiae
117,2809,48461,family,,,203557,Verrucomicrobiaceae
3,72,65842,class,,,204430,Fibrobacteria
3,72,218872,family,,,204431,Fibrobacteraceae
14,336,28211,order,,,204441,Rhodospirillales
619,14863,186803,genus,,,207244,Anaerostipes
3,72,31977,genus,,,209879,Allisonella
166,3986,28221,order,,,213115,Desulfovibrionales
75,1800,292632,species,,,214851,Subdoligranulum variabile
2,48,264995,species,,,214853,Anaerofustis stercorihominis
133,3193,186802,family,,,216572,Oscillospiraceae
4009,96266,541000,genus,,,216851,Faecalibacterium
3,72,204430,order,,,218872,Fibrobacterales
19,456,28890,class,,,224756,Methanomicrobia
770,18489,171550,genus,,,239759,Alistipes
117,2809,203557,genus,,,239934,Akkermansia
15,360,186803,genus,,,241189,Hespellia
1052,25261,541000,genus,,,244127,Anaerotruncus
41,984,186803,genus,,,248744,Marvinbryantia
109,2617,278082,family,,,255528,Victivallaceae
1031,24756,84999,suborder,,,255727,Coriobacterineae
109,2617,51290,phylum,,,256845,Lentisphaerae
2,48,541000,genus,,,258514,Acetanaerobacterium
2,48,186806,genus,,,264995,Anaerofustis
109,2617,1313211,no_rank,,,278082,Victivallales
195,4682,171551,genus,,,283168,Odoribacter
91,2185,816,species,,,291644,Bacteroides salyersiae
162,3890,541000,genus,,,292632,Subdoligranulum
16,384,946234,species,,,292800,Flavonifractor plautii
56,1344,841,species,,,301301,Roseburia hominis
296,7107,39948,species,,,308994,Dialister propionicifaciens
393,9436,816,species,,,310297,Bacteroides plebeius
317,7611,841,species,,,360807,Roseburia inulinivorans
952,22859,171551,genus,,,375288,Parabacteroides
56,1344,375288,species,,,387661,Parabacteroides johnsonii
412,9893,171551,genus,,,397864,Barnesiella
7,168,74201,class,,,414999,Opitutae
7,168,414999,order,,,415001,Puniceicoccales
49,1176,186803,genus,,,437755,Moryella
9,216,447020,species,,,446660,Adlercreutzia equolifaciens
9,216,84107,genus,,,447020,Adlercreutzia
19,456,224756,no_rank,,,459247,unclassified Methanomicrobia
16,384,216572,genus,,,459786,Oscillibacter
405,9725,397864,species,,,487174,Barnesiella intestinihominis
51,1224,577310,species,,,487175,Parasutterella excrementihominis
48,1152,2,phylum,,,508458,Synergistetes
24,576,649777,genus,,,508459,Cloacibacillus
170,4082,1239,class,,,526524,Erysipelotrichia
170,4082,526524,order,,,526525,Erysipelotrichales
6,144,572511,species,,,536633,Blautia glucerasea
16,384,186802,no_rank,,,538999,Clostridiales incertae sedis
5821,139776,186802,family,,,541000,Ruminococcaceae
3,72,538999,family,,,543314,Clostridiales Family XIII. Incertae Sedis
5,120,2,phylum,,,544448,Tenericutes
31,744,574697,species,,,544645,Butyricimonas virosa
65,1560,244127,species,,,545498,Anaerotruncus sp. NML 070203
5471,131372,186803,genus,,,572511,Blautia
99,2377,171551,genus,,,574697,Butyricimonas
51,1224,995019,genus,,,577310,Parasutterella
19,456,541000,genus,,,596767,Hydrogenoanaerobacterium
167,4010,283168,species,,,626933,Odoribacter laneus
24,576,649777,genus,,,638847,Pyramidobacter
14,336,816,species,,,643958,Bacteroides sp. TP-5
48,1152,508458,class,,,649775,Synergistia
48,1152,649775,order,,,649776,Synergistales
48,1152,649776,family,,,649777,Synergistaceae
78,1872,31979,genus,,,653683,Anaerosporobacter
31,744,186802,family,,,715221,Caldicoprobacteraceae
13,312,572511,species,,,871664,Blautia stercoris
796,19113,572511,species,,,871665,Blautia faecis
359,8620,909932,order,,,909929,Selenomonadales
60,1440,909929,family,,,909930,Acidaminococcaceae
359,8620,1239,class,,,909932,Negativicutes
513,12318,186813,genus,,,946234,Flavonifractor
64,1536,80840,family,,,995019,Sutterellaceae
6,144,186813,genus,,,1017280,Pseudoflavonifractor
19,456,459247,genus,,,1080709,Methanomassiliicoccus
2,48,572511,species,,,1157314,Blautia sp. YHC-4
109,2617,256845,class,,,1313211,Lentisphaeria
85,2041,186813,genus,,,1392389,Intestinimonas
2,48,541000,genus,,,1470353,Candidatus Soleaferrea
2,48,186804,genus,,,1481960,Peptoclostridium
90,2161,186804,genus,,,1505652,Terrisporobacter
357,8572,186804,genus,,,1505657,Intestinibacter
88,2113,128827,genus,,,1505663,Erysipelatoclostridium
