count,count_norm,parent,tax_rank,tax_color,avg,taxon,tax_name
115,1349,191303,species,,,154288,Turicibacter sanguinis
6,70,543310,genus,,,162289,Peptoniphilus
106,1244,41295,genus,,,168934,Thalassospira
6,70,244127,species,,,169435,Anaerotruncus colihominis
11364,133380,200643,order,,,171549,Bacteroidales
785,9213,171549,family,,,171550,Rikenellaceae
2433,28556,171549,family,,,171551,Porphyromonadaceae
2,23,171549,family,,,171552,Prevotellaceae
110,1291,255528,genus,,,172900,Victivallis
321,3767,28890,class,,,183925,Methanobacteria
2,23,31969,order,,,186332,Anaeroplasmatales
2,23,186332,family,,,186333,Anaeroplasmataceae
63657,747147,1239,class,,,186801,Clostridia
63612,746619,186801,order,,,186802,Clostridiales
34333,402969,186802,family,,,186803,Lachnospiraceae
1836,21549,186802,family,,,186804,Peptostreptococcaceae
10,117,186802,family,,,186806,Eubacteriaceae
1459,17124,186802,family,,,186807,Peptococcaceae
1315,15434,186802,no_rank,,,186813,unclassified Clostridiales
16,187,68295,family,,,186814,Thermoanaerobacteraceae
2,23,1385,no_rank,,,186825,unclassified Bacillales
766,8990,91061,order,,,186826,Lactobacillales
2,23,186826,family,,,186827,Aerococcaceae
4,46,186826,family,,,186828,Carnobacteriaceae
16,187,186814,genus,,,189326,Gelria
838,9835,186803,genus,,,189330,Dorea
115,1349,128827,genus,,,191303,Turicibacter
204,2394,213115,family,,,194924,Desulfovibrionaceae
11364,133380,976,class,,,200643,Bacteroidia
515,6044,117743,order,,,200644,Flavobacteriales
4550,53403,2,phylum,73C7D7,,201174,Actinobacteria
2412,28309,74201,class,,,203494,Verrucomicrobiae
2412,28309,48461,family,,,203557,Verrucomicrobiaceae
6,70,65842,class,,,204430,Fibrobacteria
6,70,218872,family,,,204431,Fibrobacteraceae
109,1279,28211,order,,,204441,Rhodospirillales
1208,14178,186803,genus,,,207244,Anaerostipes
7,82,31977,genus,,,209879,Allisonella
204,2394,28221,order,,,213115,Desulfovibrionales
772,9061,292632,species,,,214851,Subdoligranulum variabile
102,1197,186802,family,,,216572,Oscillospiraceae
13691,160692,541000,genus,,,216851,Faecalibacterium
6,70,204430,order,,,218872,Fibrobacterales
10,117,28890,class,,,224756,Methanomicrobia
2,23,541000,genus,,,236752,Fastidiosipila
781,9166,171550,genus,,,239759,Alistipes
2412,28309,203557,genus,,,239934,Akkermansia
57,669,186803,genus,,,241189,Hespellia
1021,11983,541000,genus,,,244127,Anaerotruncus
97,1138,186803,genus,,,248744,Marvinbryantia
110,1291,278082,family,,,255528,Victivallaceae
4401,51654,84999,suborder,,,255727,Coriobacterineae
110,1291,51290,phylum,,,256845,Lentisphaerae
2,23,186806,genus,,,264995,Anaerofustis
4,46,424536,genus,,,270497,Catabacter
2,23,270497,species,,,270498,Catabacter hongkongensis
110,1291,1313211,no_rank,,,278082,Victivallales
560,6572,171551,genus,,,283168,Odoribacter
145,1701,816,species,,,291644,Bacteroides salyersiae
2,23,816,species,,,291645,Bacteroides nordii
1541,18086,541000,genus,,,292632,Subdoligranulum
43,504,946234,species,,,292800,Flavonifractor plautii
145,1701,39948,species,,,308994,Dialister propionicifaciens
1001,11748,816,species,,,310297,Bacteroides plebeius
2,23,816,species,,,310298,Bacteroides coprocola
643,7546,841,species,,,360807,Roseburia inulinivorans
1108,13004,171551,genus,,,375288,Parabacteroides
72,845,375288,species,,,387661,Parabacteroides johnsonii
545,6396,171551,genus,,,397864,Barnesiella
10,117,74201,class,,,414999,Opitutae
10,117,414999,order,,,415001,Puniceicoccales
4,46,186802,family,,,424536,Catabacteriaceae
36,422,186803,genus,,,437755,Moryella
20,234,447020,species,,,446660,Adlercreutzia equolifaciens
20,234,84107,genus,,,447020,Adlercreutzia
10,117,224756,no_rank,,,459247,unclassified Methanomicrobia
38,446,216572,genus,,,459786,Oscillibacter
5,58,644652,species,,,471189,Gordonibacter pamelaeae
516,6056,397864,species,,,487174,Barnesiella intestinihominis
235,2758,577310,species,,,487175,Parasutterella excrementihominis
57,669,2,phylum,,,508458,Synergistetes
32,375,649777,genus,,,508459,Cloacibacillus
479,5622,1239,class,,,526524,Erysipelotrichia
479,5622,526524,order,,,526525,Erysipelotrichales
58,680,186802,no_rank,,,538999,Clostridiales incertae sedis
17228,202206,186802,family,,,541000,Ruminococcaceae
6,70,538999,family,,,543310,Clostridiales Family XI. Incertae Sedis
29,340,538999,family,,,543314,Clostridiales Family XIII. Incertae Sedis
4,46,2,phylum,,,544448,Tenericutes
78,915,574697,species,,,544645,Butyricimonas virosa
121,1420,244127,species,,,545498,Anaerotruncus sp. NML 070203
11366,133403,186803,genus,,,572511,Blautia
193,2265,171551,genus,,,574697,Butyricimonas
235,2758,995019,genus,,,577310,Parasutterella
2,23,84107,genus,,,580024,Enterorhabdus
40,469,541000,genus,,,596767,Hydrogenoanaerobacterium
4,46,239759,species,,,626932,Alistipes indistinctus
493,5786,283168,species,,,626933,Odoribacter laneus
3,35,990721,species,,,626937,Christensenella minuta
21,246,649777,genus,,,638847,Pyramidobacter
14,164,816,species,,,643958,Bacteroides sp. TP-5
5,58,84107,genus,,,644652,Gordonibacter
57,669,508458,class,,,649775,Synergistia
57,669,649775,order,,,649776,Synergistales
57,669,649776,family,,,649777,Synergistaceae
46,539,31979,genus,,,653683,Anaerosporobacter
8,93,186802,family,,,715221,Caldicoprobacteraceae
2,23,816,species,,,871324,Bacteroides stercorirosoris
147,1725,572511,species,,,871664,Blautia stercoris
1520,17840,572511,species,,,871665,Blautia faecis
356,4178,909932,order,,,909929,Selenomonadales
199,2335,909929,family,,,909930,Acidaminococcaceae
356,4178,1239,class,,,909932,Negativicutes
336,3943,186813,genus,,,946234,Flavonifractor
3,35,186802,family,,,990719,Christensenellaceae
3,35,990719,genus,,,990721,Christensenella
283,3321,80840,family,,,995019,Sutterellaceae
5,58,1472649,species,,,1034346,Dielma fastidiosa
10,117,459247,genus,,,1080709,Methanomassiliicoccus
3,35,572511,species,,,1157314,Blautia sp. YHC-4
13,152,102106,species,,,1232426,Collinsella sp. GD3
2,23,1392389,species,,,1297617,Intestinimonas butyriciproducens
110,1291,256845,class,,,1313211,Lentisphaeria
53,622,186813,genus,,,1392389,Intestinimonas
2,23,128827,genus,,,1470349,Candidatus Stoquefichus
6,70,541000,genus,,,1470353,Candidatus Soleaferrea
11,129,128827,genus,,,1472649,Dielma
4,46,186804,genus,,,1481960,Peptoclostridium
207,2429,186804,genus,,,1505652,Terrisporobacter
1458,17112,186804,genus,,,1505657,Intestinibacter
328,3849,128827,genus,,,1505663,Erysipelatoclostridium
