taxon,parent,count,count_norm,avg,tax_name,tax_rank,tax_color
1678,31953,246,8478,null,Bifidobacterium,genus,null
31953,85004,246,8478,null,Bifidobacteriaceae,family,null
186826,91061,244,8409,null,Lactobacillales,order,null
91061,1239,244,8409,null,Bacilli,class,null
995019,80840,239,8237,null,Sutterellaceae,family,null
577310,995019,239,8237,null,Parasutterella,genus,null
487175,577310,237,8168,null,Parasutterella excrementihominis,species,null
51290,2,227,7824,null,Chlamydiae/Verrucomicrobia group,superphylum,null
40520,572511,227,7824,null,[Ruminococcus] obeum,species,null
203494,74201,222,7651,null,Verrucomicrobiae,class,null
74201,51290,222,7651,null,Verrucomicrobia,phylum,fdc536
239934,203557,222,7651,null,Akkermansia,genus,null
203557,48461,222,7651,null,Verrucomicrobiaceae,family,null
48461,203494,222,7651,null,Verrucomicrobiales,order,null
328813,239759,213,7341,null,Alistipes onderdonkii,species,null
1685,1678,198,6824,null,Bifidobacterium breve,species,null
207244,186803,195,6721,null,Anaerostipes,genus,null
33958,186826,187,6445,null,Lactobacillaceae,family,null
1578,33958,185,6376,null,Lactobacillus,genus,null
706562,1578,185,6376,null,Lactobacillus rogosae,species,null
84999,84998,172,5928,null,Coriobacteriales,order,null
84998,1760,172,5928,null,Coriobacteridae,subclass,null
255727,84999,172,5928,null,Coriobacterineae,suborder,null
84107,255727,170,5859,null,Coriobacteriaceae,family,null
105837,39779,168,5790,null,butyrate-producing bacterium T2-132,species,null
28050,186803,162,5583,null,Lachnospira,genus,null
823,375288,161,5549,null,Parabacteroides distasonis,species,null
186804,186802,145,4997,null,Peptostreptococcaceae,family,null
68525,1224,141,4860,null,delta/epsilon subdivisions,subphylum,null
28221,68525,139,4791,null,Deltaproteobacteria,class,null
410072,33042,131,4515,null,Coprococcus comes,species,null
537278,33042,127,4377,null,Coprococcus sp. DJF_CR49,species,null
194924,213115,126,4343,null,Desulfovibrionaceae,family,null
102106,84107,126,4343,null,Collinsella,genus,null
213115,28221,126,4343,null,Desulfovibrionales,order,null
35832,194924,124,4274,null,Bilophila,genus,null
35833,35832,122,4205,null,Bilophila wadsworthia,species,null
1411023,200630,121,4170,null,unclassified Peptostreptococcaceae (miscellaneous),no_rank,null
200630,186804,121,4170,null,unclassified Peptostreptococcaceae,no_rank,null
592978,1263,121,4170,null,Ruminococcus faecis,species,null
747603,1411023,121,4170,null,Peptostreptococcaceae bacterium TM5,species,null
817,816,116,3998,null,Bacteroides fragilis,species,null
283168,171551,109,3757,null,Odoribacter,genus,null
28118,283168,109,3757,null,Odoribacter splanchnicus,species,null
186333,186332,107,3688,null,Anaeroplasmataceae,family,null
2086,186333,107,3688,null,Anaeroplasma,genus,null
186332,31969,107,3688,null,Anaeroplasmatales,order,null
39484,1730,83,2861,null,Eubacterium desmolans,species,null
1217281,574697,74,2550,null,Butyricimonas sp. 214-4,species,null
574697,171551,74,2550,null,Butyricimonas,genus,null
328814,239759,67,2309,null,Alistipes shahii,species,null
340474,49928,67,2309,null,butyrate-producing bacterium PH05YA09,species,null
74426,102106,64,2206,null,Collinsella aerofaciens,species,null
406424,39779,58,1999,null,Clostridiales bacterium A2-162,species,null
1301,1300,57,1965,null,Streptococcus,genus,null
1300,186826,57,1965,null,Streptococcaceae,family,null
1308,1301,55,1896,null,Streptococcus thermophilus,species,null
915177,39779,49,1689,null,Clostridiales bacterium 60-7e,species,null
46867,1485,49,1689,null,Clostridium chauvoei,species,null
871664,572511,41,1413,null,Blautia stercoris,species,null
185291,333046,37,1275,null,unclassified Bacteroidales (miscellaneous),no_rank,null
333046,171549,37,1275,null,unclassified Bacteroidales,no_rank,null
1118061,185291,37,1275,null,Bacteroidales bacterium ph8,species,null
244127,541000,36,1241,null,Anaerotruncus,genus,null
665949,195950,30,1034,null,Tannerella sp. 6_1_58FAA_CT1,species,null
195950,171551,30,1034,null,Tannerella,genus,null
2037,85003,29,999,null,Actinomycetales,order,null
360807,841,28,965,null,Roseburia inulinivorans,species,null
938288,39779,26,896,null,Clostridiales bacterium 9401234,species,null
538999,186802,25,862,null,Clostridiales incertae sedis,no_rank,null
1146723,49928,24,827,null,bacterium NLAE-zl-P827,species,null
85007,2037,21,724,null,Corynebacterineae,suborder,null
171552,171549,18,620,null,Prevotellaceae,family,null
838,171552,18,620,null,Prevotella,genus,null
1236,1224,18,620,null,Gammaproteobacteria,class,null
84108,84107,17,586,null,Slackia,genus,null
626934,84108,17,586,null,Slackia piriformis,species,null
214851,292632,16,551,null,Subdoligranulum variabile,species,null
836,171551,15,517,null,Porphyromonas,genus,null
583272,841,15,517,null,Roseburia sp. 11SE38,species,null
1716,1653,13,448,null,Corynebacterium,genus,null
543314,538999,13,448,null,Clostridiales Family XIII. Incertae Sedis,family,null
1653,85007,13,448,null,Corynebacteriaceae,family,null
28211,1224,13,448,null,Alphaproteobacteria,class,null
204441,28211,13,448,null,Rhodospirillales,order,null
41295,204441,13,448,null,Rhodospirillaceae,family,null
168934,41295,13,448,null,Thalassospira,genus,null
501496,836,13,448,null,Porphyromonas bennonis,species,null
596767,541000,12,414,null,Hydrogenoanaerobacterium,genus,null
543310,538999,12,414,null,Clostridiales Family XI. Incertae Sedis,family,null
91347,1236,11,379,null,Enterobacteriales,order,null
28141,413496,11,379,null,Cronobacter sakazakii,species,null
413496,543,11,379,null,Cronobacter,genus,null
543,91347,11,379,null,Enterobacteriaceae,family,null
75682,80840,10,345,null,Oxalobacteraceae,family,null
626932,239759,10,345,null,Alistipes indistinctus,species,null
213422,69541,10,345,null,Geobacteraceae,family,null
1117,2,10,345,null,Cyanobacteria,phylum,null
69541,28221,10,345,null,Desulfuromonadales,order,null
329854,816,9,310,null,Bacteroides intestinalis,species,null
846,75682,8,276,null,Oxalobacter,genus,null
459786,216572,8,276,null,Oscillibacter,genus,null
1434023,186813,8,276,null,Natranaerovirga,genus,null
85025,85007,8,276,null,Nocardiaceae,family,null
847,846,8,276,null,Oxalobacter formigenes,species,null
85005,2037,8,276,null,Actinomycineae,suborder,null
1817,85025,8,276,null,Nocardia,genus,null
216572,186802,8,276,null,Oscillospiraceae,family,null
31980,186803,8,276,null,Acetitomaculum,genus,null
2049,85005,8,276,null,Actinomycetaceae,family,null
1161127,186804,8,276,null,Murdochiella,genus,null
134034,1716,7,241,null,Corynebacterium freneyi,species,null
162289,543310,7,241,null,Peptoniphilus,genus,null
28127,838,7,241,null,Prevotella buccalis,species,null
871665,572511,7,241,null,Blautia faecis,species,null
186928,186803,6,207,null,unclassified Lachnospiraceae,no_rank,null
665956,292632,6,207,null,Subdoligranulum sp. 4_3_54A2FAA,species,null
131550,2,6,207,null,Fibrobacteres/Acidobacteria group,superphylum,null
172901,172900,5,172,null,Victivallis vadensis,species,null
255528,278082,5,172,null,Victivallaceae,family,null
172900,255528,5,172,null,Victivallis,genus,null
184869,2049,5,172,null,Varibaculum,genus,null
1313211,256845,5,172,null,Lentisphaeria,class,null
256845,51290,5,172,null,Lentisphaerae,phylum,null
915167,39779,5,172,null,Clostridiales bacterium 10-3b,species,null
184870,184869,5,172,null,Varibaculum cambriense,species,null
545498,244127,5,172,null,Anaerotruncus sp. NML 070203,species,null
203492,203491,5,172,null,Fusobacteriaceae,family,null
203491,203490,5,172,null,Fusobacteriales,order,null
203490,32066,5,172,null,Fusobacteriia,class,null
32066,2,5,172,null,Fusobacteria,phylum,null
278082,1313211,5,172,null,Victivallales,no_rank,null
186807,186802,4,138,null,Peptococcaceae,family,null
471870,329854,4,138,null,Bacteroides intestinalis DSM 17393,no_rank,null
61170,128827,4,138,null,Holdemania,genus,null
48479,2,4,138,null,environmental samples,no_rank,null
2740,186807,4,138,null,Peptococcus,genus,null
57723,131550,4,138,null,Acidobacteria,phylum,null
86331,543314,4,138,null,Mogibacterium,genus,null
537402,186928,4,138,null,Lachnospiraceae bacterium DJF_VR44,species,null
649756,207244,4,138,null,Anaerostipes hadrus,species,null
288965,1485,4,138,null,Clostridium clariflavum,species,null
720554,288965,4,138,null,Clostridium clariflavum DSM 19732,no_rank,null
38302,1716,3,103,null,Corynebacterium mycetoides,species,null
213468,213462,3,103,null,Syntrophaceae,family,null
1654,2049,3,103,null,Actinomyces,genus,null
447020,84107,3,103,null,Adlercreutzia,genus,null
245019,39779,3,103,null,butyrate-producing bacterium SR1/1,order,null
213462,28221,3,103,null,Syntrophobacterales,order,null
446660,447020,3,103,null,Adlercreutzia equolifaciens,species,null
43765,1716,3,103,null,Corynebacterium amycolatum,species,null
150022,543310,3,103,null,Finegoldia,genus,null
1260,150022,3,103,null,Finegoldia magna,species,null
1660,1654,3,103,null,Actinomyces odontolyticus,species,null
39490,1730,3,103,null,Eubacterium ramulus,species,null
68298,186802,2,69,null,Syntrophomonadaceae,family,null
872,194924,2,69,null,Desulfovibrio,genus,null
28123,836,2,69,null,Porphyromonas asaccharolytica,species,null
72274,1236,2,69,null,Pseudomonadales,order,null
1046,135613,2,69,null,Chromatiaceae,family,null
135613,1236,2,69,null,Chromatiales,order,null
876,872,2,69,null,Desulfovibrio desulfuricans,species,null
165779,543310,2,69,null,Anaerococcus,genus,null
213849,29547,2,69,null,Campylobacterales,order,null
72294,213849,2,69,null,Campylobacteraceae,family,null
194,72294,2,69,null,Campylobacter,genus,null
76517,194,2,69,null,Campylobacter hominis,species,null
65842,131550,2,69,null,Fibrobacteres,phylum,null
204430,65842,2,69,null,Fibrobacteria,class,null
290053,816,2,69,null,Bacteroides helcogenes,species,null
693979,290053,2,69,null,Bacteroides helcogenes P 36-108,no_rank,null
990721,990719,2,69,null,Christensenella,genus,null
1095771,1263,2,69,null,Ruminococcus sp. JC304,species,null
29547,68525,2,69,null,Epsilonproteobacteria,class,null
1234680,1301,2,69,null,Streptococcus rubneri,species,null
33030,162289,2,69,null,Peptoniphilus indolicus,species,null
303379,75682,2,69,null,Herminiimonas,genus,null
100175,541000,2,69,null,Papillibacter,genus,null
877428,49928,2,69,null,rumen bacterium NK4A214,species,null
653683,31979,2,69,null,Anaerosporobacter,genus,null
468,72274,2,69,null,Moraxellaceae,family,null
47928,1239,2,69,null,environmental samples,no_rank,null
717961,39492,2,69,null,Eubacterium siraeum V10Sc8a,no_rank,null
214819,186928,2,69,null,Lachnospiraceae bacterium 19gly4,species,null
50559,186802,2,69,null,environmental samples,no_rank,null
189710,50559,2,69,null,Clostridiales bacterium oral clone MCE3_9,species,null
116085,33042,2,69,null,Coprococcus catus,species,null
